"Location";"Type";"EstablishmentName";"EstablishmentStatus";"HeadFirstName";"HeadHonours";"HeadLastName";"HeadPreferredJobTitle";"HeadTitle";"Postcode";"Street";"Town"
"Northumberland";"Primary";"Prudhoe Castle First School";"Open";"Pauline";NULL;"Hornsby";"Headteacher";"Mrs";"NE42 6PH";"Castle Road";"Northumberland"
"Northumberland";"Primary";"Mickley First School";"Open";"Anne";NULL;"Elvidge";"Headteacher";"Mrs";"NE43 7BG";"Mickley";"Northumberland"
"Northumberland";"Primary";"Prudhoe West First School";"Open";"Alan";NULL;"Keenleyside";"Acting Headteacher";"Mr";"NE42 6HR";"West Road";"Northumberland"
"Northumberland";"Primary";"Rothbury First School";"Open";"D J";NULL;"Butler";"Headteacher";"Mrs";"NE65 7PG";"Rothbury";"Northumberland"
"Northumberland";"Primary";"Beaufront First School";"Open";"Sue";NULL;"Carpenter";"Headteacher";"Mrs";"NE46 4LY";"Sandhoe";"Northumberland"
"Northumberland";"Primary";"Seaton Delaval First School";"Open";"L K";NULL;"Nicholls";"Headteacher";"Mrs";"NE25 0EP";"Western Avenue";"Northumberland"
"Northumberland";"Primary";"New Hartley First School";"Open";"Anthony";"Ba Npqh";"Wright";"Headteacher";"Mr";"NE25 0RD";"New Hartley";"Northumberland"
"Northumberland";"Primary";"Seghill First School";"Open";"T";NULL;"Chappell";"Headteacher";"Miss";"NE23 7SB";"Seghill";"Northumberland"
"Northumberland";"Primary";"Greenhaugh First School";"Open";"Amanda";NULL;"Lewis";"Acting Headteacher";"Mrs";"NE48 1LX";"Greenhaugh";"Northumberland"
"Northumberland";"Primary";"Slaley First School";"Open";"D S";NULL;"Ross";"Headteacher";"Mrs";"NE47 0AA";"Slaley Village";"Northumberland"
"Northumberland";"Primary";"Stannington First School";"Open";"Christine";"Ba";"Ramm";"Headteacher";"Mrs";"NE61 6HJ";"Stannington";"Northumberland"
"Northumberland";"Primary";"Thropton Village First School";"Open";"Susan";NULL;"McLean";"Headteacher";"Mrs";"NE65 7JD";"Thropton";"Northumberland"
"Northumberland";"Primary";"Adderlane First School";"Open";"J";NULL;"Lambert";"Headteacher";"Mr";"NE42 5HX";"Broomhill Road";"Northumberland"
"Northumberland";"Primary";"Cambo First School";"Open";"Paula";"B Edhons Npqh";"Cummings";"Headteacher";"Mrs";"NE61 4BE";"Cambo";"Northumberland"
"Northumberland";"Primary";"Kielder Community First School";"Open";"Michael";NULL;"Broadbent";"Headteacher";"Mr";"NE48 1HQ";NULL;"Northumberland"
"Northumberland";"Primary";"Seaton Sluice First School";"Open";"Y";NULL;"Waller";"Headteacher";"Mrs";"NE26 4BX";"Granville Avenue";"Northumberland"
"Northumberland";"Primary";"Whittonstall First School";"Open";"S";NULL;"Coulson";"Headteacher";"Mrs";"DH8 9JN";"Whittonstall";"Northumberland"
"Northumberland";"Primary";"Wooler First School";"Open";"D";NULL;"Currans";"Headteacher";"Mrs";"NE71 6EB";"Ryecroft Road";"Northumberland"
"Northumberland";"Primary";"Wylam First School";"Open";"Lynn";"Ba Hons Pgce";"Johnston";"Headteacher";"Mrs";"NE41 8EH";"Bell Road";"Northumberland"
"Northumberland";"Primary";"Shilbottle First School";"Open";"Angela";NULL;"Jefferies";"Headteacher";"Mrs";"NE66 2XQ";"Shilbottle Grange";"Northumberland"
"Northumberland";"Primary";"Ashington Wansbeck First School";"Open";"Sharon";NULL;"Tait";"Headteacher";"Mrs";"NE63 8HZ";"Wansbeck Road";"Northumberland"
"Northumberland";"Primary";"Swarland First School";"Open";"Janet";"Med";"Dyson";"Headteacher";"Mrs";"NE65 9JP";"Leamington Lane";"Northumberland"
"Northumberland";"Primary";"The Sele First School";"Open";"M";NULL;"Anderson";"Headteacher";"Ms";"NE46 3QZ";"The Sele";"Northumberland"
"Northumberland";"Primary";"Mowbray First School";"Open";"J E";NULL;"Riley";"Headteacher";"Mrs";"NE62 5HQ";"Stakeford Lane";"Northumberland"
"Northumberland";"Primary";"Belford First School";"Open";"J";NULL;"Tyley";"Headteacher";"Mr";"NE70 7QD";"West Street";"Northumberland"
"Northumberland";"Primary";"Abbeyfields First School";"Open";"Dianne";NULL;"Greenwood";"Headteacher";"Mrs";"NE61 2LZ";"Abbot's Way";"Northumberland"
"Northumberland";"Primary";"Morpeth Stobhillgate First School";"Open";"Neil";"Ba Hons";"Richmond";"Headteacher";"Mr";"NE61 2HA";"Stobhillgate";"Northumberland"
"Northumberland";"Primary";"Guide Post Ringway First School";"Open";"H";NULL;"Scott";"Headteacher";"Mrs";"NE62 5YP";"Ringway";"Northumberland"
"Northumberland";"Primary";"Scremerston First School";"Open";"Helen";NULL;"Harrison";"Headteacher";"Mrs";"TD15 2RB";"Scremerston";"Northumberland"
"Northumberland";"Primary";"Cornhill First School";"Open";"J A";NULL;"Grainger";"Headteacher";"Mrs";"TD12 4UE";NULL;"Northumberland"
"Northumberland";"Primary";"Horton Grange Primary School";"Open";"Jackie";NULL;"Chevaugeon";"Headteacher";"Mrs";"NE24 4RE";"Kitty Brewster";"Northumberland"
"Northumberland";"Primary";"Croftway Primary School";"Open";"C J";NULL;"Ellis";"Headteacher";"Mr";"NE24 2HP";"William Street";"Northumberland"
"Northumberland";"Primary";"Blyth Morpeth Road First School";"Open";"Michael";NULL;"Bell";"Headteacher";"Mr";"NE24 1HZ";"Disraeli Street";"Northumberland"
"Northumberland";"Primary";"New Delaval Primary School";"Open";"D.T";NULL;"Worrall";"Headteacher";"Mrs";"NE24 4DA";"Delaval Gardens";"Northumberland"
"Northumberland";"Primary";"Newsham Primary School";"Open";"Anne-Marie";NULL;"Armstrong";"Headteacher";"Mrs";"NE24 4NX";"Warwick Street";"Northumberland"
"Northumberland";"Primary";"Malvin's Close Primary School";"Open";"Julie";NULL;"Bowman";"Headteacher";"Ms";"NE24 5BL";"Albion Way";"Northumberland"
"Northumberland";"Primary";"Hipsburn First School";"Open";"D A";NULL;"Charlton";"Headteacher";"Mrs";"NE66 3PX";"Lesbury";"Northumberland"
"Northumberland";"Primary";"Darras Hall First School";"Open";"Peter";NULL;"Tincombe";"Headteacher";"Mr";"NE20 9PP";"Broadway";"Northumberland"
"Northumberland";"Primary";"Burnside Primary School";"Open";"Jane";NULL;"Ramsay";"Headteacher";"Mrs";"NE23 1XZ";"Northumbrian Road";"Northumberland"
"Northumberland";"Primary";"Hareside Primary School";"Open";"Karen";NULL;"Chetwynd";"Headteacher";"Mrs";"NE23 6BL";"Hareside";"Northumberland"
"Northumberland";"Primary";"Cramlington Northburn Primary School";"Open";"G";NULL;"Tawse";"Headteacher";"Mrs";"NE23 3QS";"Horton Drive";"Northumberland"
"Northumberland";"Primary";"Acklington Church of England Controlled First School";"Open";"Nichola";NULL;"Brannen";"Headteacher";"Mrs";"NE65 9BW";"Acklington";"Northumberland"
"Northumberland";"Primary";"Berwick St Mary's Church of England First School";"Open";"E";NULL;"Hush";"Headteacher";"Mrs";"TD15 1SP";"Newfields";"Northumberland"
"Northumberland";"Primary";"Chollerton Church of England Aided First School";"Open";"Sue";NULL;"Wildsmith";"Headteacher";"Mrs";"NE48 4AA";"Station Road";"Northumberland"
"Northumberland";"Primary";"Felton Church of England First School";"Open";"Barbara";NULL;"Pratt";"Headteacher";"Mrs";"NE65 9PY";"Mouldshaugh Lane";"Northumberland"
"Northumberland";"Primary";"Haydon Bridge Shaftoe Trust First School";"Open";"A";NULL;"Cox";"Headteacher";"Mrs";"NE47 6BN";"Haydon Bridge";"Northumberland"
"Northumberland";"Primary";"Heddon-on-the-Wall, St Andrew's Church of England First School";"Open";"Sue";NULL;"Ellis";"Headteacher";"Mrs";"NE15 0BJ";"Trajan Walk";"Northumberland"
"Northumberland";"Primary";"Henshaw Church of England Voluntary Aided First School";"Open";"Denise";NULL;"Henry";"Headteacher";"Mrs";"NE47 7EP";"Henshaw";"Northumberland"
"Northumberland";"Primary";"Longhoughton Church of England First School";"Open";"Julie";NULL;"Henderson";"Headteacher";"Mrs";"NE66 3AJ";"Longhoughton";"Northumberland"
"Northumberland";"Primary";"Ovingham Church of England First School";"Open";"Julie";"Ba Hons";"Shields";"Headteacher";"Mrs";"NE42 6DE";"Ovingham";"Northumberland"
"Northumberland";"Primary";"Whittingham Church of England First School";"Open";"Pauline";NULL;"Molloy";"Headteacher";"Mrs";"NE66 4UP";"Whittingham";"Northumberland"
"Northumberland";"Primary";"St Michael's Church of England First School";"Open";"Sally";NULL;"Lam";"Headteacher";"Mrs";"NE66 1DJ";"Howling Lane";"Northumberland"
"Northumberland";"Primary";"Bedlington Whitley Memorial Church of England First School";"Open";"J";NULL;"Bremner";"Headteacher";"Mrs";"NE22 5DE";"Gordon Terrace";"Northumberland"
"Northumberland";"Primary";"Holy Trinity Church of England First School";"Open";"D";NULL;"Groves";"Headteacher";"Mrs";"TD15 1NB";"Bell Tower Place";"Northumberland"
"Northumberland";"Primary";"Longhorsley St Helen's Church of England Aided First School";"Open";"M";NULL;"Hinson";"Headteacher";"Mrs";"NE65 8UT";"Drummonds Close";"Northumberland"
"Northumberland";"Primary";"Greenhead Church of England First School";"Open";"Judith";NULL;"Dwter";"Headteacher";"Mrs";"CA8 7HB";"Greenhead";"Northumberland"
"Northumberland";"Primary";"Broomhaugh Church of England First School";"Open";"J J";NULL;"Stephenson";"Headteacher";"Ms";"NE44 6DR";"Church Lane";"Northumberland"
"Northumberland";"Primary";"Corbridge Church of England Aided First School";"Open";"Ali";NULL;"Barden";"Headteacher";"Mrs";"NE45 5JQ";"St Helen's Lane";"Northumberland"
"Northumberland";"Primary";"Eglingham Church of England First School";"Open, but proposed to close";"D";NULL;"Douglas";"Headteacher";"Mrs";"NE66 2TX";"The Village";"Northumberland"
"Northumberland";"Primary";"Ellingham Church of England Aided First School";"Open";"Caroline";NULL;"Dickinson";"Headteacher";"Mrs";"NE67 5ET";"Ellingham";"Northumberland"
"Northumberland";"Primary";"Embleton Vincent Edwards Church of England First School";"Open";"C";NULL;"Dickinson";"Headteacher";"Mrs";"NE66 3XR";"Embleton";"Northumberland"
"Northumberland";"Primary";"Hugh Joicey Church of England First School, Ford";"Open";"Rosemary";NULL;"Smith";"Headteacher";"Mrs";"TD15 2QA";"Ford Village";"Northumberland"
"Northumberland";"Primary";"Harbottle Church of England Voluntary Aided First School";"Open";"Sue";NULL;"Joyner";"Headteacher";"Mrs";"NE65 7DG";"Harbottle";"Northumberland"
"Northumberland";"Primary";"Whitley Chapel Church of England First School";"Open";"S";NULL;"Adkinson";"Headteacher";"Ms";"NE47 0HB";"Leazes Lane";"Northumberland"
"Northumberland";"Primary";"Holy Island Church of England First School";"Open";"Christine";NULL;"Thirlwell";"Headteacher";"Mrs";"TD15 2UA";"30 Main Street";"Northumberland"
"Northumberland";"Primary";"Humshaugh Church of England First School";"Open";"Angela";NULL;"Steele";"Headteacher";"Mrs";"NE46 4AA";"Humshaugh";"Northumberland"
"Northumberland";"Primary";"Morpeth All Saints Church of England Aided First School";"Open";"Kate";NULL;"Pringle";"Headteacher";"Mrs";"NE61 3RD";"Pinewood Drive";"Northumberland"
"Northumberland";"Primary";"Newbrough Church of England First School";"Open";"John";NULL;"Moore";"Headteacher";"Mr";"NE47 5AQ";"Fourstones";"Northumberland"
"Northumberland";"Primary";"Tritlington Church of England First School";"Open";"Liz";NULL;"Donaldson";"Acting Headteacher";"Mrs";"NE61 3DU";"Tritlington";"Northumberland"
"Northumberland";"Primary";"Wark Church of England First School";"Open";"Sheila";NULL;"Edwards";"Headteacher";"Mrs";"NE48 3LS";"Wark";"Northumberland"
"Northumberland";"Primary";"Warkworth Church of England First School";"Open";"J";NULL;"Carrick";"Headteacher";"Mrs";"NE65 0TJ";"Guilden Road";"Northumberland"
"Northumberland";"Primary";"Whalton Church of England Aided First School";"Open";"M";NULL;"Hinson";"Headteacher";"Mrs";"NE61 3XH";"Whalton";"Northumberland"
"Northumberland";"Primary";"Whitfield Church of England Voluntary Aided First School";"Open";"Elizabeth";NULL;"Baker";"Headteacher";"Ms";"NE47 8JH";"Whitfield";"Northumberland"
"Northumberland";"Primary";"St Andrew's Roman Catholic Voluntary Aided First School";"Open";"Pauline";NULL;"Johnstone";"Headteacher";"Mrs";"NE24 5BL";"Albion Way";"Northumberland"
"Northumberland";"Primary";"St John's Roman Catholic Voluntary Aided First School";"Open";"Doug";NULL;"Borthwick";"Headteacher";"Mr";"NE66 1UR";"Lisburn Street";"Northumberland"
"Northumberland";"Primary";"St Cuthbert's Roman Catholic Voluntary Aided First School, Amble";"Open";"Carol Ann Mary";NULL;"Jones";"Headteacher";"Mrs";"NE65 0SA";"Links Avenue";"Northumberland"
"Northumberland";"Primary";"St Aidan's Roman Catholic Voluntary Aided First School";"Open";"Samantha";"Ba Hons Qts";"Leslie";"Headteacher";"Mrs";"NE63 0LF";"Norham Road";"Northumberland"
"Northumberland";"Primary";"St Bede's Roman Catholic Voluntary Aided First School";"Open";"Michael";NULL;"White";"Headteacher";"Mr";"NE22 6EQ";"Ridge Terrace";"Northumberland"
"Northumberland";"Primary";"St Cuthbert's Roman Catholic Voluntary Aided First School, Berwick";"Open";"M B";NULL;"Fisher";"Headteacher";"Mrs";"TD15 2EX";"Prince Edward Road";"Northumberland"
"Northumberland";"Primary";"St Paul's Roman Catholic Voluntary Aided First School";"Open";"F";NULL;"Penny";"Headteacher";"Mrs";"NE23 6DF";"Doddington Drive";"Northumberland"
"Northumberland";"Primary";"St Mary's Roman Catholic Voluntary Aided First School";"Open";"P";NULL;"Telfer";"Headteacher";"Mrs";"NE46 2EE";"Hencotes";"Northumberland"
"Northumberland";"Primary";"St Robert's Roman Catholic Voluntary Aided First School";"Open";"Nicola";NULL;"Langan";"Headteacher";"Mrs";"NE61 1QF";"Oldgate";"Northumberland"
"Northumberland";"Primary";"St Matthew's Catholic Primary School";"Open";"Bernadette";NULL;"Pye";"Headteacher";"Mrs";"NE42 6EY";"Highfield Lane";"Northumberland"
"Northumberland";"Primary";"Herdley Bank First School";"Open";"Judith";NULL;"Dwyer";"Headteacher";"Mrs";"NE49 0QT";"Coanwood";"Northumberland"
"Northumberland";"Primary";"Ashington Central First School";"Open";"Mick";NULL;"Spencer";"Headteacher";"Mr";"NE63 0AX";"Milburn Road";"Northumberland"
"Northumberland";"Primary";"Lowick Church of England Voluntary Controlled First School";"Open";"Christine";"Bed Npqh";"Thirlwell";"Headteacher";"Mrs";"TD15 2UA";"30 Main Street";"Northumberland"
"Northumberland";"Primary";"Cragside CofE Controlled Primary School";"Open";"Janice";NULL;"Craven";"Headteacher";"Mrs";"NE23 6DL";"Westloch Road";"Northumberland"
"Northumberland";"Primary";"Norham St Ceolwulfs CofE Controlled First School";"Open";"Julie";NULL;"Grainger";"Headteacher";"Mrs";"TD15 2JZ";"West Street";"Northumberland"
"Northumberland";"Primary";"Grange View Church of England Voluntary Controlled First School";"Open";"Mary";NULL;"Rothwell";"Head Teacher";"Mrs";"NE61 5LZ";"Grange Road";"Northumberland"
"Northumberland";"Secondary";"Morpeth Chantry Middle School";"Open";"D J";NULL;"Mitchell";"Headteacher";"Mr";"NE61 1RQ";"Mitford Road";"Northumberland"
"Northumberland";"Secondary";"Seahouses Middle School";"Open";"J";NULL;"Harris";"Headteacher";"Miss";"NE68 7YF";"James Street";"Northumberland"
"Northumberland";"Secondary";"Allendale Middle School";"Open";"Julie";NULL;"Howard";"Acting Headteacher";"Ms";"NE47 9PS";"Allendale";"Northumberland"
"Northumberland";"Secondary";"Delaval Community Middle School";"Open, but proposed to close";"Elaine";NULL;"Smith";"Acting Headteacher";"Mrs";"NE24 3NL";"Plessey Road";"Northumberland"
"Northumberland";"Secondary";"Blyth Bebside Middle School";"Open, but proposed to close";"Ellen";"Npqh";"Punt";"Headteacher";"Mrs";"NE24 4RE";"Cowpen Road";"Northumberland"
"Northumberland";"Secondary";"Bothal Middle School";"Open";"P L";NULL;"Coulson";"Headteacher";"Mr";"NE63 8NT";"High Market";"Northumberland"
"Northumberland";"Secondary";"Guide Post Middle School";"Open";"Jane";NULL;"Parnaby";"Headteacher";"Mrs";"NE62 5HQ";"Stakeford Lane";"Northumberland"
"Northumberland";"Secondary";"Bedlingtonshire Junior High School";"Open";"Kieran";NULL;"McGrane";"Headteacher";"Mr";"NE22 7HJ";"Albert Road";"Northumberland"
"Northumberland";"Secondary";"Corbridge Middle School";"Open";"Margaret";NULL;"Henderson";"Headteacher";"Mrs";"NE45 5HX";"Cow Lane";"Northumberland"
"Northumberland";"Secondary";"Haltwhistle Community Campus Upper School";"Open";"Michael";NULL;"Routledge";"Headteacher";"Mr";"NE49 9BA";"Haltwhistle Community Campus";"Northumberland"
"Northumberland";"Secondary";"Haydon Bridge Community High School and Sports College";"Open";"John";NULL;"Dowler";"Headteacher";"Mr";"NE47 6LR";"Haydon Bridge";"Northumberland"
"Northumberland";"Secondary";"Ponteland Middle School";"Open";"Caroline";"Med Diped Npqh";"Pryer";"Headteacher";"Mrs";"NE20 9EY";"Callerton Lane";"Northumberland"
"Northumberland";"Secondary";"Seaton Sluice Middle School";"Open";"D";NULL;"Street";"Headteacher";"Mr";"NE26 4JS";"Alston Grove";"Northumberland"
"Northumberland";"Secondary";"Whytrig Community Middle School";"Open";"P";NULL;"Watts";"Headteacher";"Mr";"NE25 0EB";"Western Avenue";"Northumberland"
"Northumberland";"Secondary";"Blyth Tynedale Middle School";"Open, but proposed to close";"D W";NULL;"Gray";"Headteacher";"Mr";"NE24 4LQ";"Tynedale Drive";"Northumberland"
"Northumberland";"Secondary";"Meadowdale Middle School";"Open";"T.J";NULL;"Stout";"Headteacher";"Mr";"NE22 6HA";"Hazelmere Avenue";"Northumberland"
"Northumberland";"Secondary";"Highfield Middle School";"Open";"Alan";NULL;"Sample";"Headteacher";"Mr";"NE42 6EY";"Highfield Lane";"Northumberland"
"Northumberland";"Secondary";"Ovingham Middle School";"Open";"Ricky";"Bsc Npqh";"Williams";"Headteacher";"Mrs";"NE42 6DE";"Ovingham";"Northumberland"
"Northumberland";"Secondary";"Druridge Bay Community Middle School";"Open";"B";NULL;"Clark";"Headteacher";"Mrs";"NE65 9SD";"Hadston Road";"Northumberland"
"Northumberland";"Secondary";"Ashington Hirst Park Middle School";"Open";"Andrew";"Bsc Hons Pgce";"Roberts";"Headteacher";"Mr";"NE63 9BE";"Third Avenue";"Northumberland"
"Northumberland";"Secondary";"Morpeth Newminster Middle School";"Open";"Paul";"Ba Med";"Lawrence";"Headteacher";"Mr";"NE61 1RH";"Mitford Road";"Northumberland"
"Northumberland";"Secondary";"Alnwick Lindisfarne Middle School";"Open";"Susan";NULL;"Hudson";"Headteacher";"Mrs";"NE66 1AX";"Lindisfarne Road";"Northumberland"
"Northumberland";"Secondary";"Tweedmouth Community Middle School";"Open";"Christopher";"Ma Contab";"Durie";"Headteacher";"Mr";"TD15 2DJ";"Billendean Terrace";"Northumberland"
"Northumberland";"Secondary";"Amble Middle School";"Open";"John";NULL;"Butler";"Headteacher";"Mr";"NE65 0ND";"South Avenue";"Northumberland"
"Northumberland";"Secondary";"Bellingham Middle School and Sports College";"Open";"Susan";NULL;"Dowson";"Headteacher";"Mrs";"NE48 2EN";"Redesmouth Road";"Northumberland"
"Northumberland";"Secondary";"Prudhoe Community High School";"Open";"Iain";NULL;"Shaw";"Headteacher";"Dr";"NE42 5LJ";"Moor Road";"Northumberland"
"Northumberland";"Secondary";"Glendale Middle School";"Open";"R M";NULL;"Bull";"Headteacher";"Miss";"NE71 6QF";"15 Brewery Lane";"Northumberland"
"Northumberland";"Secondary";"Alnwick the Dukes Middle School";"Open";"J";NULL;"McDonough";"Headteacher";"Mrs";"NE66 1UN";"Hope House Lane";"Northumberland"
"Northumberland";"Secondary";"Berwick Middle School";"Open";"David";NULL;"Mulholland";"Headteacher";"Mr";"TD15 1LA";"Lovaine Terrace";"Northumberland"
"Northumberland";"Secondary";"Ashington Community High School";"Open";"Rob";NULL;"Kitching";"Headteacher";"Mr";"NE63 8DH";"Green Lane";"Northumberland"
"Northumberland";"Secondary";"Queen Elizabeth High School";"Open";"Tony";"Ba";"Webster";"Headteacher";"Mr";"NE46 3JB";"Whetstone Bridge Road";"Northumberland"
"Northumberland";"Secondary";"Cramlington Learning Village";"Open";"D M";NULL;"Wise";"Headteacher";"Mr";"NE23 6BN";"Highburn";"Northumberland"
"Northumberland";"Secondary";"Ponteland Community High School";"Open";"S J";NULL;"Prandle";"Headteacher";"Mr";"NE20 9EY";"Callerton Lane";"Northumberland"
"Northumberland";"Secondary";"Bedlingtonshire Community High School";"Open";"Kieran";NULL;"McGrane";"Headteacher";"Mr";"NE22 7DS";"Palace Road";"Northumberland"
"Northumberland";"Secondary";"Berwick Community High School";"Open";"Stephen";NULL;"Quinlan";"Headteacher";"Mr";"TD15 2JF";"Adams Drive";"Northumberland"
"Northumberland";"Secondary";"The Duchess's Community High School";"Open";"Maurice";"Ba Hons Med";"Hall";"Headteacher";"Mr";"NE66 1DH";"Howling Lane";"Northumberland"
"Northumberland";"Secondary";"Coquet High School";"Open";"Paul";"Bsc";"Allen";"Headteacher";"Mr";"NE65 0NG";"Acklington Road";"Northumberland"
"Northumberland";"Secondary";"Hexham Middle School";"Open";"David";NULL;"Watson";"Headteacher";"Mr";"NE46 1BU";"Wanless Lane";"Northumberland"
"Northumberland";"Secondary";"The King Edward VI School";"Open";"Ian";"Ba Hons Med";"Wilkinson";"Headteacher";"Mr";"NE61 1DN";"Cottingwood Lane";"Northumberland"
"Northumberland";"Secondary";"St Benedict's Roman Catholic Voluntary Aided Middle School";"Open";"Kathleen";NULL;"Race";"Headteacher";"Mrs";"NE63 9LR";"Moorhouse Lane";"Northumberland"
"Northumberland";"Secondary";"St Benet Biscop Catholic Voluntary Aided High School";"Open";"Nick";"Ba";"Bowen";"Headteacher";"Mr";"NE22 6ED";"Ridge Terrace";"Northumberland"
"Northumberland";"Secondary";"St Peter's RC Middle School";"Open";"Felicity";NULL;"Penny";"Headteacher";"Ms";"NE23 6DB";"Northumbrian Road";"Northumberland"
"Northumberland";"Secondary";"St Joseph's Roman Catholic Voluntary Aided Middle School";"Open";"Alan";"Ba";"Hodgson";"Headteacher";"Mr";"NE46 2DD";"Highford Lane";"Northumberland"
"Northumberland";"Secondary";"Richard Coates Church of England Middle School";"Open";"Paul";"Ba (Hons)";"Rusby";"Headteacher";"Mr";"NE20 9QB";"Thornhill Road";"Northumberland"
"Northumberland";"Secondary";"Dr Thomlinson Church of England Middle School";"Open";"David";NULL;"Johnson";"Headteacher";"Mr";"NE65 7RJ";"Silverton Lane";"Northumberland"
"Northumberland";"Secondary";"Thomas Percy Roman Catholic Voluntary Aided Middle School";"Open";"Dorothy";NULL;"Brett";"Headteacher";"Mrs";"NE66 1AZ";"Blakelaw Road";"Northumberland"
"Northumberland";"Secondary";"St Wilfrid's Roman Catholic Voluntary Aided Middle School";"Open, but proposed to close";"Paul";NULL;"Ibbetson";"Headteacher";"Mr";"NE24 2LE";"Claremont Terrace";"Northumberland"
"Northumberland";"Secondary";"Astley Community High School";"Open";"I G";NULL;"Knight";"Headteacher";"Mr";"NE25 0BP";"Elsdon Avenue";"Northumberland"
"Northumberland";"Secondary";"St Mary's Church of England Middle School";"Open";"Heather";NULL;"Westcott";"Headteacher";"Mrs";"NE70 7NX";"Williams Way";"Northumberland"
"Northumberland";"Secondary";"Blyth Community College";"Open";"Bridget A";NULL;"Knowles";"Headteacher";"Ms";"NE24 4JP";"Chase Farm Drive";"Northumberland"
"Redcar & Cleveland";"Primary";"Lingdale Primary School";"Open";"J";NULL;"Sudron";"Headteacher";"Mr";"TS12 3DU";"Davison Street";"Teesside"
"Redcar & Cleveland";"Primary";"Lockwood Primary School";"Open";"Grant";"Bed Hons";"Hopkins";"Headteacher";"Mr";"TS12 3BL";"Boosbeck";"Teesside"
"Redcar & Cleveland";"Primary";"Westgarth Primary School";"Open";"Neil";NULL;"Burton";"Headteacher";"Mr";"TS11 6AE";"Redcar Road";"Teesside"
"Redcar & Cleveland";"Primary";"Galley Hill Primary School";"Open";"M";NULL;"Hirst";"Headteacher";"Mr";"TS14 8DW";"Campion Drive";"Teesside"
"Redcar & Cleveland";"Primary";"Nunthorpe Primary School";"Open";"D";NULL;"Welsh";"Headteacher";"Mr";"TS7 0LA";"Swan's Corner";"Teesside"
"Redcar & Cleveland";"Primary";"Teesville Infant School";"Open";"Allison";NULL;"Ashton";"Headteacher";"Mrs";"TS6 0DD";"The Avenue";"Teesside"
"Redcar & Cleveland";"Primary";"Ravensworth Junior School";"Open";"Kevin";NULL;"Skelton";"Headteacher";"Mr";"TS6 0EE";"Ravensworth Avenue";"Teesside"
"Redcar & Cleveland";"Primary";"Bankfields Primary School";"Open";"Sally";NULL;"Hirst";"Headteacher";"Mrs";"TS6 0RZ";"Mansfield Road";"Teesside"
"Redcar & Cleveland";"Primary";"Green Gates Primary School";"Open";"Samantha";NULL;"Fiske";"Headteacher";"Mrs";"TS10 4HS";"Kielder Close";"Teesside"
"Redcar & Cleveland";"Primary";"John Emmerson Batty Primary School";"Open";"Martin";"Bed Hons";"Kitchen";"Headteacher";"Mr";"TS10 3PG";"Walnut Grove";"Teesside"
"Redcar & Cleveland";"Primary";"Zetland Primary School";"Open";"Dianne";NULL;"Gage";"Headteacher";"Mrs";"TS10 3JL";"Redcar Lane";"Teesside"
"Redcar & Cleveland";"Primary";"Ings Farm Primary School";"Open";"K";"Doe";"Aherne";"Headteacher";"Mr";"TS10 2JZ";"Stirling Road";"Teesside"
"Redcar & Cleveland";"Primary";"Wilton Primary School";"Open";"Alison";NULL;"Hill";"Headteacher";"Mrs";"TS6 8DY";"Lazenby";"Teesside"
"Redcar & Cleveland";"Primary";"Hummersea Primary School";"Open";"Peter";NULL;"Tyreman";"Headteacher";"Mr";"TS13 4XD";"Westfield Way";"Teesside"
"Redcar & Cleveland";"Primary";"Badger Hill Primary School";"Open";"Heather";NULL;"Rowe";"Headteacher";"Mrs";"TS12 2XR";"Marston Road";"Teesside"
"Redcar & Cleveland";"Primary";"Ormesby Primary School";"Open";"S";NULL;"Clarviss";"Headteacher";"Miss";"TS7 9AB";"Henry Taylor Court";"Teesside"
"Redcar & Cleveland";"Primary";"Overfields Primary School";"Open";"Tracy";NULL;"Watson";"Headteacher";"Mrs";"TS7 9JF";"Daisy Lane";"Teesside"
"Redcar & Cleveland";"Primary";"Whale Hill Primary School";"Open";"N";NULL;"Newell";"Headteacher";"Mr";"TS6 8AD";"Sandsend Road";"Teesside"
"Redcar & Cleveland";"Primary";"Dormanstown Primary School";"Open";"Anne";NULL;"Johnson";"Headteacher";"Ms";"TS10 5LY";"South Avenue";"Teesside"
"Redcar & Cleveland";"Primary";"Lakes Primary School";"Open";"Cj";NULL;"Evans";"Headteacher";"Mr";"TS10 4JH";"West Dyke Road";"Teesside"
"Redcar & Cleveland";"Primary";"Newcomen Primary School";"Open";"B";NULL;"Linthwaite";"Headteacher";"Mrs";"TS10 1NL";"Trent Road";"Teesside"
"Redcar & Cleveland";"Primary";"Riverdale Primary School";"Open";"C";NULL;"Riley";"Headteacher";"Mrs";"TS10 4HH";"Hambleton Avenue";"Teesside"
"Redcar & Cleveland";"Primary";"Grangetown Primary School";"Open";"Carl";NULL;"Faulkner";"Headteacher";"Mr";"TS6 7JA";"St George's Road";"Teesside"
"Redcar & Cleveland";"Primary";"Normanby Primary School";"Open";"Carl";NULL;"Faulkner";"Headteacher";"Mr";"TS6 0NP";"Flatts Lane";"Teesside"
"Redcar & Cleveland";"Primary";"Whitecliffe Primary School";"Open";"Christine Ann";NULL;"Shannon";"Headteacher";"Mrs";"TS13 4AD";"Kilton Lane";"Teesside"
