"Location";"Type";"EstablishmentName";"EstablishmentStatus";"HeadFirstName";"HeadHonours";"HeadLastName";"HeadPreferredJobTitle";"HeadTitle";"Postcode";"Street";"Town"
"Darlington";"Primary";"Abbey Junior School";"Open";"G E";NULL;"Ford";"Headteacher";"Mr";"DL3 8NN";"Abbey Road";"Darlington"
"Darlington";"Primary";"Mount Pleasant Primary School";"Open";"Gillian";NULL;"Broome";"Headteacher";"Mrs";"DL3 9HE";"Newton Lane";"Darlington"
"Darlington";"Primary";"Gurney Pease Primary School";"Open";"S";NULL;"Battensby";"Headteacher";"Mrs";"DL1 2NG";"Dodsworth Street";"Darlington"
"Darlington";"Primary";"Springfield Primary School";"Open";"Dela";NULL;"Smith";"Excecutive Director";"Dame";"DL1 2AN";"Salters Lane South";"Darlington"
"Darlington";"Primary";"Northwood Primary School";"Open";"David";"Bed";"Ackroyd";"Headteacher";"Mr";"DL1 2HF";"Pendleton Road South";"Darlington"
"Darlington";"Primary";"Reid Street Primary School";"Open";"Paul";NULL;"Rhatigan";"Headteacher";"Mr";"DL3 6EX";"Reid Street";"Darlington"
"Darlington";"Primary";"Abbey Infants' School";"Open";"Elaine";NULL;"McCue";"Headteacher";"Mrs";"DL3 8JA";"Cleveland Terrace";"Darlington"
"Darlington";"Primary";"Mowden Infants' School";"Open";"C";NULL;"Taylor";"Headteacher";"Mr";"DL3 9QG";"Bushel Hill Drive";"Darlington"
"Darlington";"Primary";"Red Hall Primary School";"Open";"Peter";NULL;"Boddy";"Headteacher";"Mr";"DL1 2ST";"Headingley Crescent";"Darlington"
"Darlington";"Primary";"Mowden Junior School";"Open";"B";NULL;"Watkinson";"Headteacher";"Mr";"DL3 9DE";"Conyers Avenue";"Darlington"
"Darlington";"Primary";"Hurworth Primary School";"Open";"Joy";NULL;"Vening";"Headteacher";"Mrs";"DL2 2ET";"Westfield Drive";"Darlington"
"Darlington";"Primary";"Heathfield Primary School";"Open";"Nick";NULL;"Blackburn";"Headteacher";"Mr";"DL1 1EJ";"The Broadway";"Darlington"
"Darlington";"Primary";"Cockerton Church of England Primary School";"Open";"Chris";NULL;"Metcalfe";"Headteacher";"Mr";"DL3 9EX";"Newton Lane";"Darlington"
"Darlington";"Primary";"Heighington Church of England Primary School";"Open";"Neil";NULL;"Parker";"Headteacher";"Mr";"DL5 6PH";"Hopelands";"Darlington"
"Darlington";"Primary";"High Coniscliffe CofE Primary School";"Open";"Wendy";NULL;"Aitken";"Headteacher";"Mrs";"DL2 2LL";"Ulnaby Lane";"Darlington"
"Darlington";"Primary";"Bishopton Redmarshall CofE Primary School";"Open";"Neil";NULL;"Parker";"Headteacher";"Mr";"TS21 1HD";"Cobby Castle Lane";"Darlington"
"Darlington";"Primary";"St John's CofE (Aided) Primary School";"Open";"Christine";NULL;"Large";"Headteacher";"Miss";"DL1 4UB";"Fenby Avenue";"Darlington"
"Darlington";"Primary";"Holy Family RC Primary School";"Open";"M";NULL;"McGuigan";"Headteacher";"Mrs";"DL3 9EN";"Prior Street";"Darlington"
"Darlington";"Primary";"St Augustine's RC Primary School";"Open";"Catherine";NULL;"Crawford";"Headteacher";"Mrs";"DL3 7HP";"Beechwood Avenue";"Darlington"
"Darlington";"Primary";"St Teresa's RC Primary School";"Open";"Maureen";NULL;"Geaney";"Headteacher";"Miss";"DL1 4NL";"Harris Street";"Darlington"
"Darlington";"Primary";"St Bede's RC Primary School";"Open";"C";NULL;"Taylor";"Headteacher";"Mrs";"DL1 3ES";"Kingsway";"Darlington"
"Darlington";"Primary";"Alderman Leach Primary School";"Open";"Catherine";"Med Ba";"Thompson";"Headteacher";"Mrs";"DL2 2GF";"Alderman Leach Drive";"Darlington"
"Darlington";"Primary";"Skerne Park Primary School";"Open";"D";NULL;"Teasdale";"Headteacher";"Mrs";"DL1 5AJ";"Coleridge Gardens";"Darlington"
"Darlington";"Primary";"Firthmoor Primary School";"Open";"Alfreda";"Bed Npqh";"Lindley";"Headteacher";"Mrs";"DL1 4RW";"Ingleby Moor Crescent";"Darlington"
"Darlington";"Primary";"Corporation Road Community Primary School";"Open";"Peter";NULL;"King";"Headteacher";"Mr";"DL3 6AR";"Corporation Road";"Darlington"
"Darlington";"Primary";"St George's CofE VA Primary School";"Open";"J";NULL;"Gleeson";NULL;"Mrs";"DL2 1LD";"Neasham Road";"Darlington"
"Darlington";"Primary";"Whinfield Primary School";"Open";"Sheila";NULL;"Williams";NULL;"Mrs";"DL1 3HT";"Augusta Close";"Darlington"
"Darlington";"Primary";"Harrowgate Hill Primary School";"Open";"John";NULL;"Warburton";"Headteacher";"Mr";"DL3 0HZ";"Thompson Street West";"Darlington"
"Darlington";"Primary";"Dodmire School";"Open";"R";NULL;"Mellard";NULL;"Mr";"DL1 4BH";"Rydal Road";"Darlington"
"Darlington";"Secondary";"Hurworth School";"Open";"Dean";NULL;"Judson";"Headteacher";"Mr";"DL2 2JG";"Croft Road";"Darlington"
"Darlington";"Secondary";"Haughton Community School";"Open";"Dela";NULL;"Smith";"Headteacher";"Dame";"DL1 2AN";"Salters Lane South";"Darlington"
"Darlington";"Secondary";"Branksome Science College";"Open";"Pat";NULL;"Armstrong";"Headteacher";"Mrs";"DL3 9SH";"Eggleston View";"Darlington"
"Darlington";"Secondary";"Longfield School";"Open";"Keith B";"M.Sc";"Cotgrave";"Headteacher";"Mr";"DL3 0HT";"Longfield Road";"Darlington"
"Darlington";"Secondary";"Hummersknott School and Language College";"Open";"Patrick";"Ba Ma";"Howarth";"Headteacher";"Mr";"DL3 8AR";"Edinburgh Drive";"Darlington"
"Darlington";"Secondary";"Carmel RC College";"Open";"James";"Ma Cbiol Mibiol";"O'neill";"Headteacher";"Mr";"DL3 8RW";"The Headlands";"Darlington"
"Durham";"Primary";"Woodham Burn Community Primary School";"Open";"Riannon";NULL;"Rowe";"Headteacher";"Mrs";"DL5 4EX";"Humphrey Close";"Durham"
"Durham";"Primary";"Ropery Walk Primary School";"Open";"Simon";NULL;"Marshall";"Headteacher";"Mr";"SR7 7JZ";"Ropery Walk";"Durham"
"Durham";"Primary";"New Seaham Primary School";"Open";"B";NULL;"Dolan";"Headteacher";"Miss";"SR7 0HX";"Byron Terrace";"Durham"
"Durham";"Primary";"Westlea Primary School";"Open";"Debbie";NULL;"Hughes";"Headteacher";"Mrs";"SR7 8JU";"Winslow Crescent";"Durham"
"Durham";"Primary";"Edmondsley Primary School";"Open";"E";NULL;"Dodd";"Headteacher";"Mr";"DH7 6DU";"Edmondsley";"Durham"
"Durham";"Primary";"Lumley Junior School";"Open";"J";NULL;"Birleson";"Headteacher";"Mr";"DH3 4JJ";"Cocken Lane";"Durham"
"Durham";"Primary";"Lumley Infant and Nursery School";"Open";"J M";NULL;"Lawlan";"Headteacher";"Mrs";"DH3 4JL";"Great Lumley";"Durham"
"Durham";"Primary";"West Pelton Primary School";"Open";"J";NULL;"Heron";"Headteacher";"Mr";"DH9 6SQ";"West Pelton";"Durham"
"Durham";"Primary";"Nettlesworth Primary School";"Open";"Lee";NULL;"Roberts";"Headteacher";"Mrs";"DH2 3PF";"Front Street";"Durham"
"Durham";"Primary";"Sacriston Junior School";"Open";"P";NULL;"Warren";"Headteacher";"Mrs";"DH7 6LQ";"Woodside";"Durham"
"Durham";"Primary";"Sacriston Infant School";"Open";"L";NULL;"Farnaby";"Headteacher";"Miss";"DH7 6LQ";"Woodside";"Durham"
"Durham";"Primary";"Red Rose Primary School";"Open";"Sue";NULL;"Bainbridge";"Headteacher";"Mrs";"DH3 3NA";"York Terrace";"Durham"
"Durham";"Primary";"Woodlea Primary School";"Open";"Philip";NULL;"Adamson";"Headteacher";"Mr";"DH4 6AR";"Fence Houses";"Durham"
"Durham";"Primary";"Cestria Primary School";"Open";"P J";NULL;"Thompson";"Headteacher";"Mr";"DH3 3PZ";"Church Chare";"Durham"
"Durham";"Primary";"Ouston Junior School";"Open";"L";NULL;"Lavelle";"Headteacher";"Mrs";"DH2 1RQ";"Arisaig";"Durham"
"Durham";"Primary";"Ouston Infant School";"Open";"S";NULL;"Gallagher";"Headteacher";"Ms";"DH2 1JU";"Cromarty";"Durham"
"Durham";"Primary";"South Pelaw Infant School";"Open";"Dorothy";NULL;"Hales";"Headteacher";"Mrs";"DH2 2JT";"Hilda Park";"Durham"
"Durham";"Primary";"Bournmoor Primary School";"Open";"S";NULL;"Williams";"Headteacher";"Mrs";"DH4 6HF";"Lambourne Close";"Durham"
"Durham";"Primary";"Plawsworth Road Infant School";"Open";"C A";NULL;"Dillon";"Headteacher";"Mrs";"DH7 6QH";"Rosewood Close";"Durham"
"Durham";"Primary";"Cotherstone Primary School";"Open";"Rebecca";NULL;"Jellis";"Headteacher";"Mrs";"DL12 9QB";"Cotherstone";"Durham"
"Durham";"Primary";"Beamish Primary School and Nursery Unit";"Open";"M";NULL;"Peaker";"Headteacher";"Mr";"DH9 0QN";"Co-operative Villas";"Durham"
"Durham";"Primary";"Collierley Primary School";"Open";"David";NULL;"Grimes";"Headteacher";"Mr";"DH9 9DJ";"Front Street";"Durham"
"Durham";"Primary";"Catchgate Primary School";"Open";"John";NULL;"Young";"Headteacher";"Mr";"DH9 8LX";"Blackett Street";"Durham"
"Durham";"Primary";"Annfield Plain Junior School";"Open";"Lynne";NULL;"Tullett";"Headteacher";"Miss";"DH9 7ST";"Front Street";"Durham"
"Durham";"Primary";"Annfield Plain Infant School";"Open";"S";NULL;"Marr";"Headteacher";"Mrs";"DH9 7UY";"Northgate";"Durham"
"Durham";"Primary";"East Stanley School";"Open";"Anthony";"Ba Cert Ed";"Blackett";"Headteacher";"Mr";"DH9 0TN";"Chester Road";"Durham"
"Durham";"Primary";"South Stanley Infant and Nursery School";"Open";"Heather";"Ba";"Kemp";"Headteacher";"Mrs";"DH9 6PZ";"Tyne Road";"Durham"
"Durham";"Primary";"South Stanley Junior School";"Open";"Alan";NULL;"Black";"Headteacher";"Mr";"DH9 6PZ";"Tyne Road";"Durham"
"Durham";"Primary";"Stanley Burnside Primary School";"Open";"P";"Bed Hons";"Barker";"Headteacher";"Mr";"DH9 6QP";"Mendip Terrace";"Durham"
"Durham";"Primary";"Bloemfontein Primary School";"Open";"Diane";"B.Phil";"Abbott";"Headteacher";"Mrs";"DH9 6AG";"The Middles";"Durham"
"Durham";"Primary";"Burnopfield Primary School";"Open";"Sarah";NULL;"Taylor";"Headteacher";"Mrs";"NE16 6PT";"Front Street";"Durham"
"Durham";"Primary";"Shotley Bridge Junior School";"Open";"H P";NULL;"Hardy";"Headteacher";"Dr";"DH8 0ES";"Snows Green Road";"Durham"
"Durham";"Primary";"Shotley Bridge Infants' School";"Open";"Margaret";NULL;"Bainbridge";"Headteacher";"Miss";"DH8 0SQ";"Benfieldside Road";"Durham"
"Durham";"Primary";"Leadgate Community Junior School";"Open";"Jane";NULL;"Cain";"Headteacher";"Mrs";"DH8 7RH";"Alder Grove";"Durham"
"Durham";"Primary";"Leadgate Infant & Nursery School";"Open";"Margaret";NULL;"Jones";"Headteacher";"Mrs";"DH8 7PN";"West Street";"Durham"
"Durham";"Primary";"Burnhope Primary School";"Open";"David";NULL;"Collingwood";"Headteacher";"Mr";"DH7 0AG";"Langley Avenue";"Durham"
"Durham";"Primary";"Castleside Primary School";"Open";"Anne Elizabeth";NULL;"Charlton";"Headteacher";"Mrs";"DH8 9RG";"Moorland Crescent";"Durham"
"Durham";"Primary";"Benfieldside Primary School";"Open";"D";NULL;"Kerry";"Headteacher";"Mr";"DH8 0JX";"Moorlands";"Durham"
"Durham";"Primary";"The Grove Primary School";"Open";"Liz";NULL;"Hume";"Headteacher";"Mrs";"DH8 8AP";"Oakfield Lane";"Durham"
"Durham";"Primary";"Delves Lane Junior School";"Open";"Karen";"Ba Ed Hons";"Holden";"Headteacher";"Mrs";"DH8 7ES";"Delves Lane";"Durham"
"Durham";"Primary";"Delves Lane Infant School";"Open";"Karen";NULL;"Holden";"Headteacher";"Mrs";"DH8 7ES";"Delves Lane";"Durham"
"Durham";"Primary";"Moorside Primary School";"Open";"Janet";NULL;"Wrightson";"Headteacher";"Mrs";"DH8 8EQ";"Chester Road";"Durham"
"Durham";"Primary";"Consett Junior School";"Open";"Amy Elizabeth";NULL;"Willmot";"Headteacher";"Mrs";"DH8 6AY";"Beechdale Road";"Durham"
"Durham";"Primary";"Consett Infant School and Nursery Unit";"Open";"Lucy";NULL;"Wallace";"Headteacher";"Mrs";"DH8 6AF";"Teasdale Street";"Durham"
"Durham";"Primary";"Hamsterley Primary School";"Open";"Sandra";NULL;"Lawrence";"Headteacher";"Mrs";"DL13 3QF";"Hamsterley";"Durham"
"Durham";"Primary";"Hunwick Primary School";"Open";"Susan";"Cert Ed";"Smith";"Headteacher";"Mrs";"DL15 0JX";"Church Lane";"Durham"
"Durham";"Primary";"Tow Law Millennium Primary School";"Open";"Lisa";"Bed";"Jackson";"Headteacher";"Mrs";"DL13 4LF";"Wear Street";"Durham"
"Durham";"Primary";"Crook Primary School";"Open";"Antonella";NULL;"Lupton";"Headteacher";"Mrs";"DL15 8QG";"Croft Avenue";"Durham"
"Durham";"Primary";"Hartside Primary School";"Open";"Pauline";"Ba Ma Ed";"Walker";"Headteacher";"Mrs";"DL15 9NN";"Hartside";"Durham"
"Durham";"Primary";"Peases West Primary School";"Open";"Judith";NULL;"Stirk";"Headteacher";"Miss";"DL15 9SZ";"Billy Row";"Durham"
"Durham";"Primary";"Stanley (Crook) Primary School";"Open";"S";NULL;"Oswald";"Headteacher";"Mrs";"DL15 9AN";"Wooley Terrace";"Durham"
"Durham";"Primary";"Sunnybrow Primary School";"Open";"Geoffrey";NULL;"Swinton";"Headteacher";"Mr";"DL15 0LT";"Hunwick Lane";"Durham"
"Durham";"Primary";"Howden-le-Wear Primary School";"Open";"Valerie";NULL;"McCourt";"Headteacher";"Mrs";"DL15 8HJ";"School Street";"Durham"
"Durham";"Primary";"Frosterley Community School";"Open";"M I F";NULL;"Sharland";"Headteacher";"Mr";"DL13 2SN";"Bridge End";"Durham"
"Durham";"Primary";"Rookhope Primary School";"Open";"Alison";NULL;"Aitchison";"Headteacher";"Mrs";"DL13 2DA";"Rookhope";"Durham"
"Durham";"Primary";"St John's Chapel Primary School";"Open";"Geoff";NULL;"Hoodless";"Headteacher";"Mr";"DL13 1QH";"Burnfoot";"Durham"
"Durham";"Primary";"Wearhead Primary School";"Open";"Karen";NULL;"Evans";"Headteacher";"Mrs";"DL13 1BN";"Wearhead";"Durham"
"Durham";"Primary";"Willington Primary School";"Open";"P";"Bed";"Hall";"Headteacher";"Mr";"DL15 0EQ";"Chapel Street";"Durham"
"Durham";"Primary";"Witton-le-Wear Primary School";"Open";"Mark";"Bed Hons Ma Ed";"Stephenson";"Headteacher";"Mr";"DL14 0BG";"St James Gardens";"Durham"
"Durham";"Primary";"Wolsingham Primary School";"Open";"Howard";NULL;"Underwood";"Headteacher";"Mr";"DL13 3ET";"Upper Town";"Durham"
"Durham";"Primary";"Oakley Cross Primary School and Nursery";"Open";"Elizabeth";NULL;"IVIL";"Headteacher";"Mrs";"DL14 9UD";"Lomond Walk";"Durham"
"Durham";"Primary";"Byers Green Primary School";"Open";"William";NULL;"Kirtley";"Headteacher";"Mr";"DL16 7PN";"Wear View";"Durham"
"Durham";"Primary";"Trimdon Grange Infant and Nursery School";"Open";"C";NULL;"Worton";"Headteacher";"Miss";"TS29 6EY";"Trimdon Grange";"Durham"
"Durham";"Primary";"Kirk Merrington Primary School";"Open";"Helen";"Ma";"Williams";"Headteacher";"Mrs";"DL16 7JB";"South View";"Durham"
"Durham";"Primary";"Cassop Primary School";"Open";"J M";NULL;"McManners";"Headteacher";"Mr";"DH6 4RA";"Cassop";"Durham"
"Durham";"Primary";"Ferryhill Station Primary School";"Open";"Valerie";NULL;"Jago";"Headteacher";"Mrs";"DL17 0DB";"Ferryhill Station";"Durham"
"Durham";"Primary";"West Cornforth Primary School";"Open";"Janet";"Med Bed Npqh";"Sarsfield";"Headteacher";"Mrs";"DL17 9HP";"High Street";"Durham"
"Durham";"Primary";"Coxhoe Primary School";"Open";"J M";NULL;"Brennan";"Headteacher";"Mr";"DH6 4EJ";"Cornforth Lane";"Durham"
"Durham";"Primary";"Kelloe Primary School";"Open";"Carol";NULL;"Musztacs";"Headteacher";"Mrs";"DH6 4PG";"Front Street";"Durham"
"Durham";"Primary";"Tudhoe Colliery Primary School";"Open";"Jim";NULL;"Smith";"Headteacher";"Mr";"DL16 6TJ";"Front Street";"Durham"
"Durham";"Primary";"Rosa Street Primary School";"Open";"C";NULL;"Craggs";"Headteacher";"Mr";"DL16 7NA";"Rosa Street";"Durham"
"Durham";"Primary";"Dean Bank Primary and Nursery School";"Open";"Christopher";"Ba Hons Pgce";"Young";"Headteacher";"Mr";"DL17 8PP";"Dean Bank";"Durham"
"Durham";"Primary";"Bowburn Junior School";"Open";"L E";NULL;"Lyons";"Headteacher";"Mrs";"DH6 5DZ";"Surtees Avenue";"Durham"
"Durham";"Primary";"Bowburn Infant School";"Open";"Christine";NULL;"Ormerod";"Headteacher";"Miss";"DH6 5BE";"Wylam Street";"Durham"
"Durham";"Primary";"Trimdon Village Infant School";"Open";"Mandy";"Ba Hons";"Fuller";"Headteacher";"Mrs";"TS29 6LB";"Central Estate";"Durham"
"Durham";"Primary";"Ox Close Primary School";"Open";"Michelle";"Bed Hons Med";"Forbes";"Headteacher";"Mrs";"DL16 6RU";"Ox Close Crescent";"Durham"
"Durham";"Primary";"Cleves Cross Primary School";"Open";"Alison";NULL;"Lazenby";"Headteacher";"Mrs";"DL17 8QY";"Cleves Cross";"Durham"
"Durham";"Primary";"Trimdon Junior School";"Open";"David";"Ba Hons Pgce";"Craig";"Headteacher";"Mr";"TS29 6JU";"Elwick View";"Durham"
"Durham";"Primary";"Fishburn Primary School";"Open";"D M";NULL;"Eason";"Headteacher";"Mr";"TS21 4AU";"East View";"Durham"
"Durham";"Primary";"Broom Cottages Primary School";"Open";"Jane";NULL;"Mullaney";"Headteacher";"Mrs";"DL17 8AN";"Broom Road";"Durham"
"Durham";"Primary";"Etherley Lane Primary School";"Open";"Joseph";NULL;"Copeland";"Headteacher";"Mr";"DL14 7RB";"Clarence Gardens";"Durham"
"Durham";"Primary";"Coundon Primary School";"Open";"Linda M";NULL;"Halliday";"Headteacher";"Mrs";"DL14 8NN";"Victoria Lane";"Durham"
"Durham";"Primary";"Ramshaw Primary School";"Open";"Dominic";"Bed";"Brown";"Headteacher";"Mr";"DL14 9SD";"Oaks Bank";"Durham"
"Durham";"Primary";"Forest of Teesdale Primary School";"Open";"C";NULL;"Connolly";"Headteacher";"Mrs";"DL12 0HA";"Forest-in-Teesdale";"Durham"
"Durham";"Primary";"Aycliffe Village Primary School";"Open";"Joanne";"Ba Pgce Ma Npqh";"Clarke";"Headteacher";"Miss";"DL5 6LG";"North Terrace";"Durham"
"Durham";"Primary";"Butterknowle Primary School";"Open";"Paul";"Bed Hons Ma Ed";"Ruane";"Headteacher";"Mr";"DL13 5PB";"Butterknowle";"Durham"
"Durham";"Primary";"Escomb Primary School";"Open";"Keith Norman";NULL;"Taylor";"Headteacher";"Mr";"DL14 7SR";"Three Lane Ends";"Durham"
"Durham";"Primary";"St Helen Auckland Community Primary School";"Open";"Maeve";"Ba Hons Pgce";"Mackenzie";"Headteacher";"Mrs";"DL14 9EN";"Manor Road";"Durham"
"Durham";"Primary";"Thornhill Primary School";"Open";"S";NULL;"Green";"Headteacher";"Mrs";"DL4 1ES";"Thornhill Gardens";"Durham"
"Durham";"Primary";"Toft Hill Primary School";"Open";"R W";"Ma Ba Hons";"Whitfield";"Headteacher";"Mr";"DL14 0JA";"Toft Hill";"Durham"
"Durham";"Primary";"Woodland Primary School";"Open";"Marilyn";"Ba Npqh";"Gordon";"Headteacher";"Mrs";"DL13 5RF";"Woodland";"Durham"
"Durham";"Primary";"Middleton-in-Teesdale Nursery and Primary School";"Open";"Steve";"Bed Npqh";"Vallack";"Headteacher";"Mr";"DL12 0TG";"Town End";"Durham"
"Durham";"Primary";"Cockton Hill Junior School";"Open";"F";NULL;"Thirling";"Headteacher";"Mr";"DL14 6HW";"McIntyre Terrace";"Durham"
"Durham";"Primary";"Cockton Hill Infant School";"Open";"John";NULL;"Redman";"Headteacher";"Dr";"DL14 6HW";"McIntyre Terrace";"Durham"
"Durham";"Primary";"Timothy Hackworth Primary School";"Open";"Anne";NULL;"Dockray";"Headteacher";"Mrs";"DL4 1HN";"Byerley Road";"Durham"
"Durham";"Primary";"Cockfield Primary School";"Open";"Sally";NULL;"Baum";"Headteacher";"Mrs";"DL13 5EN";"Front Street";"Durham"
"Durham";"Primary";"Montalbo Primary School";"Open";"Gillian";NULL;"Bainbridge";"Headteacher";"Mrs";"DL12 8TN";"Fairfield Road";"Durham"
"Durham";"Primary";"New Brancepeth Primary School";"Open";"Chris";NULL;"Armstrong";"Headteacher";"Mr";"DH7 7EU";"New Brancepeth";"Durham"
"Durham";"Primary";"Langley Moor Primary School";"Open";"G.M.F";NULL;"Pritchard";"Headteacher";"Mr";"DH7 8LL";"Brandon Lane";"Durham"
"Durham";"Primary";"Browney Primary School";"Open";"Ros";NULL;"Parker";"Headteacher";"Miss";"DH7 8HX";"Harle Street";"Durham"
"Durham";"Primary";"Witton Gilbert Primary School";"Open";"Judith";NULL;"Hodgson";"Headteacher";"Mrs";"DH7 6TF";"Sacriston Lane";"Durham"
"Durham";"Primary";"Pittington Primary School";"Open";"Catherine";NULL;"Lee";"Headteacher";"Mrs";"DH6 1AF";"Hallgarth Lane";"Durham"
"Durham";"Primary";"Ludworth Primary School";"Open";"B";NULL;"IVIL";"Headteacher";"Mr";"DH6 1LZ";"Moor Crescent";"Durham"
"Durham";"Primary";"Sherburn Village Primary School";"Open";"Susan";NULL;"Cornforth";"Headteacher";"Miss";"DH6 1DU";"Cookshold Lane";"Durham"
"Durham";"Primary";"West Rainton Primary School";"Open";"J";NULL;"Westgarth";"Headteacher";"Mrs";"DH4 6RN";"West Rainton";"Durham"
"Durham";"Primary";"Bearpark Primary School";"Open";"L";NULL;"Owen";"Headteacher";"Mr";"DH7 7AU";"Colliery Road";"Durham"
"Durham";"Primary";"Neville's Cross Primary School";"Open";"H M";NULL;"Bullock";"Headteacher";"Mrs";"DH1 4JG";"Relly Path";"Durham"
"Durham";"Primary";"Sherburn Hill Primary School";"Open";"D G";NULL;"Thurlwell";"Headteacher";"Mr";"DH6 1PA";"Sherburn Hill";"Durham"
"Durham";"Primary";"Durham Newton Hall Infants' School";"Open";"Jennifer";NULL;"Jackson";"Acting Headteacher";"Mrs";"DH1 5LP";"Langley Road";"Durham"
"Durham";"Primary";"Belmont Infant School";"Open";"Janice";NULL;"Wynn";"Headteacher";"Mrs";"DH1 2QP";"Buckinghamshire Road";"Durham"
"Durham";"Primary";"Esh Winning Primary School";"Open";"D";NULL;"White";"Headteacher";"Mrs";"DH7 9BE";"The Wynds";"Durham"
"Durham";"Primary";"Belmont Cheveley Park Primary School";"Open";"Elizabeth";NULL;"Williams";"Headteacher";"Mrs";"DH1 2TX";"Scardale Way";"Durham"
"Durham";"Primary";"Laurel Avenue Community Primary School";"Open";"Valerie";NULL;"Vayro";"Headteacher";"Mrs";"DH1 2EY";"Laurel Avenue";"Durham"
"Durham";"Primary";"Hesleden Primary School";"Open";"D";NULL;"Dunn";"Headteacher";"Mrs";"TS27 4PT";"Hesleden";"Durham"
"Durham";"Primary";"Deaf Hill Primary School";"Open";"Paul Hayward";NULL;"Lonsdale";"Headteacher";"Mr";"TS29 6BP";"Station Road West";"Durham"
"Durham";"Primary";"Thornley Primary School";"Open";"Jennifer";NULL;"Pearce";"Headteacher";"Mrs";"DH6 3DZ";"Cooper's Terrace";"Durham"
"Durham";"Primary";"Wheatley Hill Community Primary School";"Open";"Alan";NULL;"Bromley";"Headteacher";"Mr";"DH6 3RQ";"Wheatley Hill";"Durham"
"Durham";"Primary";"Wingate Junior School";"Open";"Grenville";NULL;"Long";"Headteacher";"Mr";"TS28 5BA";"Moor Lane";"Durham"
"Durham";"Primary";"Wingate Infants' School";"Open";"Marie-Louise";NULL;"Binks";"Headteacher";"Mrs";"TS28 5AQ";"Church Street";"Durham"
"Durham";"Primary";"Cotsford Junior School";"Open";"K";NULL;"Anderson";"Headteacher";"Mr";"SR8 4EH";"Third Street";"Durham"
"Durham";"Primary";"Cotsford Infant School";"Open";"H J";NULL;"McGregor";"Headteacher";"Mrs";"SR8 4TB";"Cotsford Park";"Durham"
"Durham";"Primary";"Shotton Primary School";"Open";"A";NULL;"Bradshaw";"Headteacher";"Mrs";"DH6 2JP";"Grange Terrace";"Durham"
"Durham";"Primary";"Acre Rigg Junior School";"Open";"P H";NULL;"Todd";"Headteacher";"Mr";"SR8 2DU";"Acre Rigg Road";"Durham"
"Durham";"Primary";"Acre Rigg Infant School";"Open";"Lynne";NULL;"Laws";"Headteacher";"Mrs";"SR8 2DU";"Acre Rigg Road";"Durham"
"Durham";"Primary";"Shotton Hall Junior School";"Open, but proposed to close";"J";NULL;"Oughtibridge";"Headteacher";"Mr";"SR8 1NX";"Waveney Road";"Durham"
"Durham";"Primary";"Shotton Hall Infants' School";"Open, but proposed to close";"J H";NULL;"Simpson";"Headteacher";"Mrs";"SR8 1NX";"Waveney Road";"Durham"
"Durham";"Primary";"Sedgefield Primary School";"Open";"Philip";NULL;"Irvine";"Headteacher";"Mr";"TS21 2BJ";"Rectory Row";"Durham"
"Durham";"Primary";"Sedgefield Hardwick Primary School";"Open";"Linda";NULL;"Johnston";"Headteacher";"Mrs";"TS21 3DA";"Hawthorn Road";"Durham"
