"5492","0","Elisabeth Ohlson","1","","","157","0"
"5493","0","Elisabeth Romer","1","","","143","0"
"5494","0","Elizabeth Diller","1","","","157","0"
"5495","0","Elizabeth Matheson","1","","","164","0"
"5496","0","Elizabeth Murray","4","","","1298","0"
"5497","0","Elizabeth Peyton","15","","","2059","0"
"5498","0","Elizabeth Wright","5","","","991","0"
"5499","0","Elja-Liisa Ahtila","12","","","3049","0"
"5500","0","Ellen Brooks","1","","","136","0"
"5501","0","Ellen Cantor","2","","","362","0"
"5502","0","Ellen Gallagher","14","","","2321","0"
"5503","0","Elliott Earls","1","","","153","0"
"5504","0","Elliott Puckette","1","","","154","0"
"5505","0","Elpidea Hadzi-Vasileva","2","","","459","0"
"5506","0","Else Alfelt","3","","","835","0"
"5507","0","Elspeth Diederix","1","","","152","0"
"5508","0","Elyn Zimmerman","1","","","157","0"
"5509","0","Emil Schumacher","4","","","684","0"
"5510","0","Emilio Stanzani","1","","","146","0"
"5511","0","Emilio Vedova","3","","","736","0"
"5512","0","Emily Eveleth","1","","","132","0"
"5513","0","Emily Jacir","13","","","2051","0"
"5514","0","Emma Barrow","1","","","179","0"
"5515","0","Emma Heather","1","","","192","0"
"5516","0","Emma Sergeant","0","","","22","0"
"5517","0","Enid Baxter Blader","1","","","142","0"
"5518","0","Enrique Chagoya","2","","","683","0"
"5519","0","Enzo Cucchi","4","","","1178","0"
"5520","0","Eran Schaerf","5","","","692","0"
"5521","0","Erasmus Schroeter","2","","","482","0"
"5522","0","Eric Calmes","1","","","135","0"
"5523","0","Eric Fischl","4","","","1149","0"
"5524","0","Eric Freeman","2","","","413","0"
"5525","0","Eric Orr","1","","","143","0"
"5526","0","Eric Owen Moss","1","","","118","0"
"5527","0","Eric Watier","2","","","681","0"
"5528","0","Erick Van Egeraat","1","","","110","0"
"5529","0","Erik Bulatov","1","","","167","0"
"5530","0","Erik Kessels","12","","","3996","0"
"5531","0","Erik Odijk","2","","","425","0"
"5532","0","Erik Ortvad","2","","","553","0"
"5533","0","Erik Pauser","1","","","123","0"
"5534","0","Erik Schmidt","3","","","1041","0"
"5535","0","Erik Wipp","1","","","137","0"
"5536","0","Erika Lawrence","1","","","162","0"
"5537","0","Ermelinda de Almeida","1","","","135","0"
"5538","0","Ernesto Neto","14","","","1804","0"
"5539","0","Erwin Wurm","60","","","8258","0"
"5540","0","Esko Mannikko","7","","","1570","0"
"5541","0","Etienne Clement","26","","","6769","0"
"5542","0","Eugen Schonebeck","1","","","157","0"
"5543","0","Eugenijus Antanas Cukermanas","1","","","118","0"
"5544","0","Eugenio Cano","1","","","158","0"
"5545","0","Eulalia Valldosera","5","","","1265","0"
"5546","0","Eva Grubinger","75","","","13123","0"
"5547","0","Eva Hesse","15","","","1838","0"
"5548","0","Evan Levy","0","","","114","0"
"5549","0","Eve Andree Laramee","1","","","148","0"
"5550","0","Evgenia Vasiloude","1","","","168","0"
"5551","0","Ewa Rudling","1","","","141","0"
"5552","0","F N Souza","2","","","807","0"
"5553","0","Fabian Marcaccio","5","","","1163","0"
"5554","0","Fabrice Hybert","5","","","1050","0"
"5555","0","Farhad Ahrarnia","1","","","151","0"
"5556","0","Fastland/Ground","2","","","753","0"
"5557","0","Federico Herrero","5","","","1613","0"
"5558","0","Felicity Aylieff","2","","","859","0"
"5559","0","Felipe Ehrenberg","1","","","107","0"
"5560","0","Felix Gmelin","6","","","1509","0"
"5562","0","Felix Gonzalez-Torres","20","","","1974","0"
"5563","0","Felix Tuszynski","1","","","152","0"
"5564","0","Femke Schaap","1","","","156","0"
"5566","0","Fiona Banner","20","http://www.fionabanner.com/","","2304","0"
"5567","0","Fiona Templeton","1","","","197","0"
"31983","0","Wyn Geleynse","1","","","176","7"
"5569","0","Flora Cohen","1","","","135","0"
"5570","0","Flora Neuwirth","1","","","147","0"
"5571","0","France Scully Osterman","1","","","171","0"
"5572","0","Francesco Clemente","7","","","1702","0"
"5573","0","Francesco Radino","1","","","155","0"
"5574","0","Francine Berg","1","","","195","0"
"5575","0","Francis Alys","23","","","2728","0"
"5576","0","Francis Bacon","24","","","2633","0"
"5577","0","Francis Gomila","22","","","3874","0"
"5579","0","Francisca Garcia","1","","","122","0"
"5580","0","Francisco Tropa","2","","","544","0"
"5581","0","Francisco Ruiz de Infante","1","","","157","0"
"5582","0","Franck Scurti","1","","","171","0"
"5583","0","Frank Auerbach","14","","","1349","0"
"5584","0","Frank Lloyd Wright","1","","","155","0"
"5585","0","Frank O. Gehry","1","","","159","0"
"5586","0","Frank van der Salm","1","","","129","0"
"5587","0","Franki Austin","1","","","137","0"
"5588","0","Franko B","15","","","3699","0"
"5589","0","Franz Ackermann","13","","","2664","0"
"5590","0","Franz West","18","","","3238","0"
"5591","0","Fred Sandback","3","","","882","0"
"5592","0","Fred Tomaselli","7","","","1165","0"
"5593","0","Fred Wilson","7","","","1216","0"
"5594","0","Freddy Contreras","1","","","160","0"
"5595","0","Frederick Hammersley","2","","","556","0"
"5596","0","Fredrik Lindqvist","1","","","151","0"
"5597","0","Frida Kahlo","6","","","749","0"
"5598","0","Friedemann von Stockhausen","1","","","120","0"
"5599","0","Friederike Feldmann","2","","","825","0"
"5600","0","Fritz Bultman","1","","","172","0"
"5601","0","Fritz Hansen","1","","","556","0"
